18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 345 | Xp Modification Required: Level 1, Xp 3750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 9270 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 9370 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 10345 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 12, Xp 10345 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 10720 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 12400 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 12730 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 12805 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 12805 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 13, Xp 13105 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 13105 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 13105 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 11, Xp 13320 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 12, Xp 13320 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 13320 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 13320 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 13320 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 15, Xp 14140 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 14140 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 14140 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 14140 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 14140 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 14785 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 14785 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 14785 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 15190 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 15490 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 16, Xp 16425 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 16425 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 16425 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 13, Xp 17170 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 17170 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 17500 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 15, Xp 590 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 590 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 1410 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 18, Xp 2460 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 18, Xp 2460 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 2460 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 2460 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 14, Xp 2760 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 2760 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 2760 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 2760 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 2760 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 2975 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 2975 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 3795 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 3795 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 4440 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 10, Xp 4440 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 4440 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 4440 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 5360 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 6080 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 6080 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 6080 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 6180 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 6180 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 7530 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 9210 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 9615 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 9615 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 9915 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 9915 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 11, Xp 10130 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 10130 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 10130 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 10130 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 13, Xp 10850 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 10850 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 10950 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 10950 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 10950 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 10950 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 11595 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 11595 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 12300 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 12300 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 13235 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 13235 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 13980 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 14900 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 15620 | Xp Modification Required: Level 14, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 15720 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 18, Xp 16770 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 16770 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 16770 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 16770 | Xp Modification Required: Level 14, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 11, Xp 17070 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 13, Xp 17070 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 17070 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 17070 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 17070 | Xp Modification Required: Level 14, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 17285 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 17285 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 17285 | Xp Modification Required: Level 14, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 14, Xp 18105 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 18105 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 18105 | Xp Modification Required: Level 14, Xp 22500
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 18750 | Xp Modification Required: Level 14, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 14, Xp 920 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 920 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 16, Xp 1640 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 1640 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 1640 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 1640 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 1640 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 1740 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 3090 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 3090 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 17, Xp 5175 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 5175 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 5175 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 5475 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 5475 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 5690 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 11, Xp 5690 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 5690 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 5690 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 6410 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 15, Xp 6510 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 6510 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 6510 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 6510 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 6510 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 7860 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 8795 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 8795 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 10460 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 11180 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 11180 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 11280 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 18, Xp 12330 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 12330 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 12330 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 11, Xp 12630 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 12630 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 12630 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 12630 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 12845 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 12845 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 13665 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 13665 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 15230 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 15950 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 15950 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 15950 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 15950 | Xp Modification Required: Level 15, Xp 23750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 16050 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 16050 | Xp Modification Required: Level 15, Xp 22500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 13, Xp 17100 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 17100 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 17400 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 19485 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 19485 | Xp Modification Required: Level 15, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 19785 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 19785 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 19785 | Xp Modification Required: Level 15, Xp 21250
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 20000 | Xp Modification Required: Level 15, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 720 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 12, Xp 820 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 14, Xp 820 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 820 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 820 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 820 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 1870 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 15, Xp 2170 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 2170 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 15, Xp 3105 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 3105 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 3105 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 5490 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 5590 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 5590 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 17, Xp 6640 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 18, Xp 6640 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 6640 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 6640 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 6640 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 6940 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 11, Xp 6940 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 6940 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 6940 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 7975 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 7975 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 10260 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 10260 | Xp Modification Required: Level 16, Xp 23750
